cluster_0	7omm_D_NA_A
cluster_1236	1c08_B_A_C 1ic4_H_L_Y 1ic5_H_L_Y 1ic7_H_L_Y 1j1o_H_L_Y 1j1p_H_L_Y 1j1x_H_L_Y 1ua6_H_L_Y 1uac_H_L_Y 2dqc_H_L_Y 2dqd_H_L_Y 2dqe_H_L_Y 2dqf_B_A_C 2dqf_E_D_F 2dqg_H_L_Y 2dqh_H_L_Y 2dqi_H_L_Y 2dqj_H_L_Y 2znw_A_a_Y 2znw_B_b_Z 2znx_A_a_Y 2znx_B_b_Z 3a67_H_L_Y 3a6b_H_L_Y 3a6c_H_L_Y 3d9a_H_L_C 3hfm_H_L_Y 4ckd_H_L_C 4ckd_I_M_D 4ckd_J_N_A 4ckd_K_O_B 5vjo_A_B_E 5vjo_C_D_F 5vjq_A_B_I 5vjq_C_D_J 5vjq_E_F_K 5vjq_G_H_L 6p4a_H_L_C 6p4b_B_A_D 6p4b_H_L_C
cluster_1237	3ifl_H_L_P 3ifn_H_L_P
cluster_1238	3iu3_A_B_K 3iu3_C_D_J 3iu3_H_L_I
cluster_1239	3raj_H_L_A
cluster_1240	3w9e_A_B_C
cluster_1241	4edw_H_L_V
cluster_1242	4hs6_B_A_Z 4hs6_H_L_Y
cluster_1243	4jzj_A_B_D 4jzj_H_L_C
cluster_1244	4okv_A_B_F 4okv_C_D_E
cluster_1245	4tsc_H_L_A 4ttd_C_D_B 4ttd_H_L_A
cluster_1246	4xaw_H_L_P
cluster_1247	4yr6_A_B_C 4yr6_D_E_F
cluster_1248	5cjo_H_L_A
cluster_1249	5czx_C_D_B 5czx_H_L_A
cluster_1250	5fgb_C_A_F 5fgb_E_B_G
cluster_1251	5fhc_H_L_K
cluster_1252	5kn5_A_B_C 5kn5_D_E_F
cluster_1253	5kw9_H_L_A
cluster_1254	5nuz_A_B_C 5nuz_H_L_D
cluster_1255	5tru_H_L_C 5tru_h_l_c 5xj3_A_B_C 5xj3_D_E_F 5xj3_G_H_I 5xj3_J_K_L 6rp8_H_L_C 6rp8_h_l_c 7elx_H_L_C 7elx_h_l_c 7su0_H_L_C 7su0_I_M_D 7su1_H_L_C
cluster_1256	5uea_A_B_X 5uea_H_L_D 6az2_A_F_B 6az2_C_E_D
cluster_1257	5x0t_A_B_E 5x0t_C_D_F
cluster_1258	6b5p_H_L_A 6b5r_H_L_A 6b5s_H_L_A 6b5t_H_L_A
cluster_1259	6hxw_C_D_B 6hxw_H_L_A
cluster_1260	6mej_A_B_C 6mek_F_E_C 6mek_I_G_A
cluster_1261	6njl_K_J_D 6njl_N_M_B 6njm_L_K_B 6njm_P_O_D 6njn_K_J_B 6njn_O_N_D 7ldd_K_J_D 7ldd_N_M_B 7lde_K_J_D 7lde_N_M_B
cluster_1262	6nyq_H_L_C
cluster_1263	6o26_A_B_C
cluster_1264	6p7h_A_B_C
cluster_1265	6pis_H_L_B 6pis_I_M_A
cluster_1266	6svl_A_B_C 6svl_D_E_F 6svl_G_I_J 6svl_H_L_Q 6svl_K_M_N 6svl_O_P_R
cluster_1267	6weq_E_F_A 6weq_G_H_B 6weq_I_J_C 6weq_K_L_D 6wer_C_D_A 6wer_E_F_B
cluster_1268	6wvz_H_L_M
cluster_1269	6xkr_H_L_P
cluster_1270	6xli_A_B_E 6xli_C_D_F 6xli_H_L_P
cluster_1271	6xlq_B_C_A 6xlq_E_F_D 6xlq_H_I_G 6xlq_K_L_J
cluster_1272	6xr0_H_L_M
cluster_1273	7bsc_H_L_A 7bsd_A_B_G 7bsd_H_L_I
cluster_1274	7chy_H_L_I 7chz_H_L_I
cluster_1275	7eam_C_D_B 7eam_H_L_A
cluster_1276	7l7r_B_A_G
cluster_1277	7mlh_C_A_F 7mlh_E_D_B
cluster_1278	7o33_H_L_P
cluster_1279	7o9s_H_L_A
cluster_1280	7ox3_A_B_C
cluster_1281	7pa9_K_L_D 7pa9_O_P_B 7pa9_Q_R_E 7pa9_T_S_I 7pa9_V_W_J 7pa9_X_U_G 7pa9_Y_Z_F 7pa9_b_a_H 7pa9_c_d_C
cluster_1282	7so5_H_L_A
cluster_1283	7um3_H_L_A 7um3_I_M_B
cluster_1284	7umm_H_L_A 7umm_I_M_B 7umm_J_N_C
cluster_1285	7zfb_H_L_E 7zfb_J_K_F 7zfc_A_B_E
cluster_1286	8eb2_J_L_D 8eb2_K_M_A 8eb2_N_O_G
cluster_1287	8ivx_H_L_A
cluster_1288	1ahw_B_A_C 1ahw_E_D_F
cluster_1289	1ejo_H_L_P
cluster_1290	1nak_H_L_P 1nak_I_M_Q
cluster_1291	1z3g_H_L_A 1z3g_I_M_B
cluster_1292	3b9k_D_C_F 3b9k_H_L_B
cluster_1293	3ks0_H_L_B 3ks0_K_J_A
cluster_1294	3n85_H_L_A
cluster_1295	3nfp_A_B_K 3nfp_H_L_I
cluster_1296	3wd5_H_L_A
cluster_1297	4al8_H_L_C 4ala_H_L_C 4am0_A_B_S 4am0_C_D_T 4am0_E_F_Q 4am0_H_L_R
cluster_1298	4dkf_H_L_A 4dkf_I_M_B
cluster_1299	4dn4_H_L_M
cluster_1300	4k2u_H_L_A 4k2u_I_M_B
cluster_1301	4leo_A_B_C
cluster_1302	4lkx_A_B_R
cluster_1303	4o4y_H_L_A 4o51_B_A_N 4o51_D_C_O 4o51_F_E_P 4o51_H_L_M
cluster_1304	4od2_B_A_S
cluster_1305	4qci_B_A_D 4qci_H_L_C
cluster_1306	4zpt_A_B_R 4zpt_H_L_S 4zpv_A_B_S 4zpv_H_L_R
cluster_1307	5c7x_H_L_A 5c7x_M_N_B 5d72_H_L_A 5d72_M_N_B
cluster_1308	5dfv_C_D_A 5dfv_E_F_B 6ejg_C_c_A 6ejg_D_d_B
cluster_1309	5dur_B_D_A 5dur_H_L_C
cluster_1310	5ea0_H_L_P
cluster_1311	5eoc_H_L_P 5eoc_J_M_Q
cluster_1312	5eor_H_L_A
cluster_1313	5ikc_B_A_M 5ikc_H_L_N
cluster_1314	5l0q_C_B_A 5l0q_F_E_D
cluster_1315	5mhr_I_H_B 5mhr_K_J_C 5mhr_M_L_D 5mhr_N_G_F 5mhr_P_O_E 5mhr_R_Q_A
cluster_1316	5nph_H_L_A
cluster_1317	5tzu_H_L_C 7myz_H_L_C 7myz_I_M_D
cluster_1318	5v2a_H_L_A
cluster_1319	5vcn_D_C_B 5vcn_F_E_A
cluster_1320	5vl3_A_B_R 5vl3_C_D_S 5vl3_E_F_T 5vl3_H_L_Q
cluster_1321	5w0k_E_F_C 5w0k_H_L_A
cluster_1322	5w3p_H_L_P
cluster_1323	6aq7_H_L_A
cluster_1324	6bzy_H_L_B
cluster_1325	6c08_A_B_C 6c08_D_E_F
cluster_1326	6c6y_A_B_S 6c6y_H_L_R
cluster_1327	6cse_A_B_C 6cse_H_L_M 6csf_A_B_C 6csf_H_L_M
cluster_1328	6ct7_A_B_T 6ct7_H_L_S
cluster_1329	6cwt_A_B_E 6cwt_C_D_F
cluster_1330	6gku_H_L_A
cluster_1331	6hhc_H_L_A
cluster_1332	6i04_C_D_B 6i04_H_L_A
cluster_1333	6i8s_E_I_A 6i8s_F_J_B 6i8s_G_K_C 6i8s_H_L_D
cluster_1334	6lxi_C_D_B 6lxj_E_F_B 6lxj_J_K_C 6lxj_M_N_D
cluster_1335	6nmt_B_A_C
cluster_1336	6ofi_H_L_G
cluster_1337	6ogx_H_L_G 6okm_H_L_R
cluster_1338	6p9h_C_D_B 6p9h_H_L_A
cluster_1339	6pe8_A_B_U 6pe8_H_L_T 6pe9_C_D_G 6pe9_H_L_V 6pe9_K_M_J
cluster_1340	6x1w_H_L_A
cluster_1341	6x87_A_B_X 6x87_C_D_X 6x87_E_F_X 6x87_G_H_X 6x87_I_J_X 6x87_K_L_X 6x87_M_N_X 6x8p_H_L_P 6x8q_H_L_P 6x8s_H_L_P 6x8u_H_L_P
cluster_1342	6xob_M_N_B 6xob_O_P_E 6xob_Q_R_H 6xob_S_T_K
cluster_1343	6xsn_H_L_C
cluster_1344	7cah_E_D_A 7cai_E_D_A 7cak_E_D_A 7cak_G_F_B 7cak_I_H_C 7cwn_E_D_B 7cwn_H_N_C 7cwn_O_M_A 7cws_E_D_Q 7cws_G_F_R 7cws_I_H_O 7e5r_L_H_A 7e5r_N_D_B 7e5r_O_E_C 7e5s_E_H_C 7e5s_L_D_B
cluster_1345	7d5z_D_C_A 7d5z_H_G_E 7d5z_L_K_I 7d5z_P_O_M
cluster_1346	7dk4_a_b_A 7dk4_c_d_B 7dk4_e_f_C 7dk5_a_b_A 7dk6_a_b_A 7dk6_c_d_B 7dk7_a_b_A 7dk7_c_d_B 7dk7_e_f_C
cluster_1347	7eyc_A_B_Q 7eyc_H_L_P
cluster_1348	7kzb_H_L_C
cluster_1349	7lr3_A_B_C 7lr3_H_L_D
cluster_1350	7m6d_H_L_C
cluster_1351	7mfr_B_A_P 7mfr_Y_X_Q
cluster_1352	7mzf_H_L_A
cluster_1353	7r8l_H_L_E
cluster_1354	7sem_B_C_F 7tjq_I_M_F 7tjq_J_K_C 7tjq_N_O_G 7tl0_J_K_A 7tl0_L_M_B 7tl0_N_O_C 8cw9_G_M_A 8cw9_J_B_E 8cw9_N_O_F
cluster_1355	7u8c_H_L_2
cluster_1356	7wcd_A_B_C 7wcd_E_F_H 7wcd_G_I_J
cluster_1357	7wcr_a_b_A 7wcz_a_b_A 7wd0_a_b_A 7wd0_c_d_B 7wd7_a_b_A 7wd7_c_d_B 7wd7_e_f_C
cluster_1358	7x08_H_L_A 7x08_I_M_B 7x08_J_N_C
cluster_1359	7yrf_F_E_C
cluster_1360	8dwa_H_L_A
cluster_1361	1bog_B_A_C 1cfn_B_A_C 1cfs_B_A_C 1cft_B_A_C 1hh6_B_A_C 1hh9_B_A_C 1hi6_B_A_C
cluster_1362	1fj1_B_A_F 1fj1_D_C_E
cluster_1363	1jps_H_L_T
cluster_1364	2nr6_D_C_A 2nr6_F_E_B
cluster_1365	2r0k_H_L_A
cluster_1366	2vxq_H_L_A
cluster_1367	3e8u_H_L_P
cluster_1368	3liz_H_L_A
cluster_1369	4bz2_H_L_A
cluster_1370	4jo1_H_L_P 4jo1_I_M_Q 4jo2_H_L_P 4jo2_I_M_Q
cluster_1371	4jr9_H_L_A 4jre_B_C_A 4jre_H_L_D
cluster_1372	4mxv_F_E_B 4mxv_H_L_A 4mxv_Y_X_D 4mxw_H_L_A 4mxw_W_V_X
cluster_1373	4rgn_B_C_A 4rgn_H_L_S 4rgo_H_L_S
cluster_1374	4u1g_B_C_A 4u1g_E_F_D
cluster_1375	4z5r_B_A_N 4z5r_K_J_D 4z5r_M_L_E 4z5r_Q_P_G 4z5r_S_R_H 4z5r_U_T_I 4z5r_W_V_F 4z5r_Z_Y_X
cluster_1376	5bo1_I_M_A
cluster_1377	5csz_A_B_E 5csz_H_L_D
cluster_1378	5hdq_H_L_A
cluster_1379	5i9q_B_C_A 5i9q_H_L_G
cluster_1380	5ijk_A_C_X 5ijk_B_D_Y
cluster_1381	5mes_H_L_A 5mev_H_L_A 6qb6_H_L_A
cluster_1382	5t1d_H_L_B
cluster_1383	5tkk_H_L_A
cluster_1384	5umi_A_B_C 5umi_H_L_C
cluster_1385	5usl_B_C_A 5usl_H_L_X
cluster_1386	5v6m_H_L_P
cluster_1387	5vig_A_B_G 5vig_H_L_Z
cluster_1388	5yy5_C_D_B 5yy5_H_L_A 5zxv_C_D_B 5zxv_H_L_A
cluster_1389	6bfq_A_B_I 6bfq_C_D_G 6bfq_E_F_J 6bfq_H_L_K
cluster_1390	6bit_I_K_H 6bit_J_L_G
cluster_1391	6bpc_B_C_A 6bpc_E_F_D
cluster_1392	6dca_H_L_P 6dca_I_M_Q 6dca_J_N_R 6dca_K_O_S
cluster_1393	6i9i_A_B_C 6i9i_H_L_D
cluster_1394	6ldv_H_L_P 6ldx_H_L_B
cluster_1395	6mlk_H_L_A
cluster_1396	6pdr_H_L_A
cluster_1397	6pzf_F_E_B 6pzf_H_L_A 6u02_D_C_B 6u02_G_F_E 6u02_H_L_A 6u02_K_I_J
cluster_1398	6r0x_A_B_E 6r0x_C_D_F
cluster_1399	6vmj_B_A_Z 6vmj_F_E_Y 6vmj_J_I_X 6vmj_M_L_W 6vmk_B_A_C 6vmk_E_D_F 6vmk_H_G_I 6vmk_K_J_N 6vmk_M_L_W 6vmk_P_O_Q 6vmk_S_R_T 6vmk_V_U_X 6vmk_Z_Y_a 6vmk_c_b_d 6vmk_f_e_g 6vmk_i_h_j 6vmk_l_k_m 6vmk_o_n_p 6vmk_r_q_s 6vmk_u_t_v
cluster_1400	6wwc_A_B_C 6wwc_D_H_F 6wx2_A_B_C 6wx2_H_L_F
cluster_1401	6x1u_A_B_C 6x1u_H_L_D
cluster_1402	6xpx_B_C_A
cluster_1403	6yxm_H_L_B
cluster_1404	7mdj_A_B_C 7mjt_A_B_C 7mk6_A_B_C 7mub_A_B_C
cluster_1405	7ox2_A_L_T 7ox2_B_C_O 7ox2_D_E_M 7ox2_J_K_N
cluster_1406	7sn2_H_L_A 7sn3_D_NA_A 7sn3_F_G_B 7sn3_H_L_C
cluster_1407	7so7_H_L_A 7so7_X_Y_B
cluster_1408	7ue9_H_L_C
cluster_1409	8bbh_H_L_A
cluster_1410	8dtr_A_B_G 8dtr_E_F_J
cluster_1411	8dtt_A_B_G 8dtt_E_F_J
cluster_1412	1a3r_H_L_P
cluster_1413	1tpx_B_C_A 1tqb_B_C_A 1tqc_B_C_A
cluster_1414	2arj_B_A_R 2arj_H_L_Q
cluster_1415	2fd6_H_L_U 3bt2_H_L_U
cluster_1416	2w65_A_B_E 2w65_C_D_F
cluster_1417	3i50_H_L_E
cluster_1418	3lex_A_B_C 3lex_H_L_P
cluster_1419	3tt1_H_L_B 3tt1_I_M_A
cluster_1420	4bz1_H_L_A
cluster_1421	4gag_H_L_P 4gaj_H_L_P
cluster_1422	4h8w_H_L_G 5w4l_F_I_A 5w4l_H_L_G
cluster_1423	4k24_H_L_U
cluster_1424	4liq_H_L_E
cluster_1425	4lqf_H_L_A
cluster_1426	4onf_H_L_P 4ong_H_L_P
cluster_1427	5d1x_B_A_E
cluster_1428	5dsc_A_B_Q 5dsc_C_D_P 5dsc_E_F_M 5dsc_H_L_N
cluster_1429	5mo9_H_L_X
cluster_1430	5o6v_H_L_B 5o6v_I_M_C
cluster_1431	5tih_H_L_A
cluster_1432	5wux_A_B_F 5wux_C_D_G 5wux_H_L_E
cluster_1433	5x8l_F_K_A 5x8l_G_L_B 5x8l_H_M_C 5x8l_J_O_E 5x8l_S_N_D 5xxy_H_L_A
cluster_1434	6b9j_A_B_Y 6b9j_H_L_X
cluster_1435	6ldy_A_B_C 6ldy_H_L_M
cluster_1436	6lyn_A_B_C 6lyn_H_L_D
cluster_1437	6m58_C_D_B 6m58_H_L_A
cluster_1438	6pxr_H_L_A
cluster_1439	6rlo_A_B_I 6rlo_C_D_J 6rlo_E_F_K 6rlo_G_H_L
cluster_1440	6t9d_A_B_D 6t9d_H_L_C 6t9e_A_B_C 6t9e_H_L_D
cluster_1441	6wmw_H_L_B
cluster_1442	6wqo_B_C_A 6wqo_E_F_D
cluster_1443	7c88_A_B_C 7c88_H_L_M
cluster_1444	7cdj_H_L_E
cluster_1445	7jtf_A_B_E 7jtf_C_D_F
cluster_1446	7jwp_A_B_Q 7jwp_C_D_R 7jwp_E_F_S 7jwp_G_H_T 7jwp_I_J_U 7jwp_K_L_V 7jwp_M_N_W 7jwp_O_P_X 7jwq_A_B_V 7jwq_C_D_P
cluster_1447	7k9z_H_L_E
cluster_1448	7kpg_H_L_S
cluster_1449	7kq7_H_L_B
cluster_1450	7mw2_D_E_A 7mw2_F_G_B 7mw2_H_L_C 7mw3_D_E_A 7mw3_F_G_B 7mw3_H_L_C 7mw4_D_E_A 7mw4_F_G_B 7mw4_H_L_C
cluster_1451	7mxl_J_K_C 7n0v_H_L_C
cluster_1452	7nx3_B_C_F 7nx3_E_D_A
cluster_1453	7q0h_A_B_E 7q9f_E_F_B 7q9f_H_L_A 7q9f_J_K_C
cluster_1454	7rdw_G_I_N 7rdw_H_L_M 7rdw_Q_R_C 7rdw_U_V_D
cluster_1455	7e86_A_B_C 7s5p_H_L_A
cluster_1456	7t25_A_B_C 7t25_H_L_E
cluster_1457	7wvl_H_L_F
cluster_1458	8dfi_H_L_A
cluster_1459	8ds5_C_B_A
cluster_1460	1p2c_B_A_C 1p2c_E_D_F
cluster_1461	1sm3_H_L_P
cluster_1462	2ck0_H_L_P 3ck0_H_L_P
cluster_1463	2h32_H_A_B
cluster_1464	2qsc_H_L_P
cluster_1465	3bn9_D_C_B
cluster_1466	3iet_B_A_X 3iet_D_C_Q
cluster_1467	3s35_H_L_X
cluster_1468	3sqo_H_L_A
cluster_1469	4i9w_E_D_A 4i9w_G_F_B 4wfe_E_D_A 4wfe_G_F_B 4wff_E_D_A 4wff_G_F_B 4wfg_E_D_A 4wfg_G_F_B 4wfh_E_D_A 4wfh_G_F_B 7lj4_E_D_A 7lj4_G_F_B 7lj5_E_D_A 7lj5_G_F_B 7lja_E_D_A 7lja_G_F_B 7ljb_E_D_A 7ljb_G_F_B
cluster_1470	4rdq_G_F_E 4rdq_I_H_A 4rdq_K_J_B 4rdq_M_L_C 4rdq_O_N_D 5t5n_G_F_E 5t5n_I_H_A 5t5n_K_J_B 5t5n_M_L_C 5t5n_O_N_D
cluster_1471	5erw_A_B_C
cluster_1472	5f3h_A_B_J 5f3h_C_D_I 5f3h_E_F_L 5f3h_G_H_K 7wsl_H_L_D
cluster_1473	5k59_E_F_B 5k59_H_L_A
cluster_1474	5kte_H_L_A 6d9w_H_L_A
cluster_1475	5tkj_A_B_C 5tkj_D_E_F 5tkj_G_H_I 5tkj_J_K_L 6cuf_3_4_A 6cuf_H_L_D 6cuf_h_l_c
cluster_1476	5tlk_D_C_X 5tlk_H_G_Y
cluster_1477	5w4l_B_C_A 5w4l_D_E_G
cluster_1478	5w5x_H_L_A 5w5z_H_L_A
cluster_1479	5ye3_B_A_C 5ye4_A_B_E 5ye4_C_D_F
cluster_1480	6aod_B_A_C
cluster_1481	6ewb_G_I_C 6ewb_H_L_B 6ewb_J_K_D
cluster_1482	6f7t_B_A_D 6f7t_H_L_C
cluster_1483	6ktr_A_B_C 6ktr_F_G_D
cluster_1484	6p8d_A_B_C 6p8d_D_E_F
cluster_1485	6vel_H_L_C
cluster_1486	6vy4_C_D_B 6vy4_H_L_A
cluster_1487	6z06_H_L_A 7b09_H_L_A
cluster_1488	7daa_H_L_A
cluster_1489	7e7x_H_L_A 7e7x_M_N_B
cluster_1490	7f3q_H_L_A
cluster_1491	7lf2_D_E_A 7lf2_F_H_B 7lf2_G_I_C 7lf2_K_L_J 7lf2_O_M_R 7lf2_P_N_Q
cluster_1492	7mmo_A_B_C 7mmo_D_E_F
cluster_1493	7w71_H_L_A 7w71_I_M_B
cluster_1494	7x9e_A_B_E 7x9e_C_D_F
cluster_1495	1dqj_B_A_C 1nby_B_A_C 1nbz_B_A_C 1ndm_B_A_C 1xgp_B_A_C 1xgq_B_A_C 1xgr_B_A_C 1xgt_B_A_C 1xgu_B_A_C
cluster_1496	1fe8_H_L_A 1fe8_I_M_B 1fe8_J_N_C
cluster_1497	1ndg_B_A_C
cluster_1498	1nsn_H_L_S
cluster_1499	1tet_H_L_P 1zea_H_L_A
cluster_1500	2b2x_H_L_A 2b2x_I_M_B
cluster_1501	2hkf_H_L_P
cluster_1502	3ffd_A_B_P
cluster_1503	3g5y_B_A_E
cluster_1504	3ld8_C_B_A 3ldb_C_B_A
cluster_1505	3mj9_H_L_A
cluster_1506	4d3c_H_L_A
cluster_1507	4dw2_H_L_U
cluster_1508	4ht1_H_L_T
cluster_1509	4lu5_H_L_B 4lu5_I_M_A
cluster_1510	4p59_H_L_A
cluster_1511	4qex_H_L_A 4qex_I_M_B
cluster_1512	4rgn_D_E_A 4rgn_F_G_S
cluster_1513	4ywg_H_L_G
cluster_1514	5f6j_B_A_G 5f6j_H_F_E
cluster_1515	5gir_A_B_D 5gir_H_L_C 5gis_H_L_C
cluster_1516	5sx4_H_L_N 5sx4_J_I_M 5sx5_H_L_N 5sx5_J_K_M
cluster_1517	6iea_H_L_A
cluster_1518	6kx1_A_B_C
cluster_1519	6a3w_A_B_C 6a3w_D_E_F 6a3w_G_H_I 6a3w_J_K_L 6mi2_A_B_C 6mi2_D_E_F
cluster_1520	6mnq_H_L_P
cluster_1521	6vbo_H_L_C
cluster_1522	7doh_H_L_I
cluster_1523	7dpm_J_K_L
cluster_1524	7duo_H_L_B
cluster_1525	7kpj_A_B_E 7kpj_C_D_F
cluster_1526	7lki_A_B_C 7lki_D_E_F
cluster_1527	7rpu_A_B_P
cluster_1528	7s4g_A_B_K 7s4g_C_D_G 7s4g_E_F_I 7s4g_H_L_J
cluster_1529	7uvf_H_L_A 7uvf_X_Y_B
cluster_1530	1bgx_H_L_T
cluster_1531	3ggw_B_A_E 3ggw_D_C_F
cluster_1532	3qg6_B_A_D 3qg6_H_L_C
cluster_1533	3u0t_B_A_F 3u0t_D_C_E
cluster_1534	4ag4_H_L_A
cluster_1535	4ffv_D_C_B 4ffv_H_L_A 4ffw_D_C_B 4ffw_H_L_A
cluster_1536	4qhu_B_A_D
cluster_1537	5ggr_A_B_Y 5ggr_H_L_Z 5wt9_H_L_G
cluster_1538	5j13_C_B_A
cluster_1539	5t6p_B_A_F 5t6p_D_C_E 5t78_B_A_F 5t78_D_C_E
cluster_1540	5wdf_A_B_Q 5wdf_H_L_P
cluster_1541	6e4y_H_L_P 6e4z_H_L_P 6mv5_H_L_P
cluster_1542	6hig_H_L_B
cluster_1543	7dc8_B_A_C 7dc8_E_D_F
cluster_1544	7e9b_H_L_C
cluster_1545	7kzx_D_C_B 7kzx_F_E_A 7kzz_D_C_A 7kzz_F_E_B
cluster_1546	7l7r_D_C_G
cluster_1547	7mw5_D_E_A 7mw5_F_G_B 7mw5_H_L_C 7mw6_D_E_A 7mw6_F_G_B 7mw6_H_L_C
cluster_1548	7sbd_H_L_C 7sbg_H_L_C
cluster_1549	7te1_C_F_E 7te1_H_L_D
cluster_1550	2oz4_H_L_A
cluster_1551	4f15_B_C_A 4f15_E_F_D 4f15_H_I_G 4f15_K_L_J
cluster_1552	4nhh_I_F_D 4nhh_M_K_B 4nhh_O_Q_C 4nhh_R_P_N
cluster_1553	4tuj_A_B_E 4tuj_C_D_F 4tuk_H_L_I 4tul_H_L_I
cluster_1554	4wht_A_B_a 4wht_C_D_c 4wht_E_F_e 4wht_G_H_g 4wht_I_J_i 4wht_K_L_k 4wht_M_N_m 4wht_O_P_o 4wht_Q_R_q 4wht_S_T_s 4wht_U_V_u 4wht_X_Y_x 4why_G_H_D 4why_I_J_A 4why_K_L_C 4why_M_N_B
cluster_1555	4ydi_H_L_G
cluster_1556	5aum_A_B_D 5aum_H_L_C
cluster_1557	5dup_H_L_A
cluster_1558	5e2v_H_L_P 5e2w_H_L_P
cluster_1559	5nj3_C_D_B 5nj3_E_F_A 5njg_C_D_B 5njg_E_F_A 6eti_D_C_B 6eti_F_E_A 6feq_D_C_B 6feq_F_E_A 6hco_D_C_B 6hco_F_E_A 7neq_D_C_B 7neq_F_E_A 7nez_D_C_B 7nez_F_E_A 7nfd_D_C_B 7nfd_F_E_A
cluster_1560	5th9_H_L_A 5th9_I_M_B 5th9_J_N_C
cluster_1561	6bpe_B_C_A 6bpe_E_F_D 6bpe_H_I_G
cluster_1562	6eyo_H_L_A 6eyo_I_M_B
cluster_1563	6gv1_H_L_A
cluster_1564	6ion_H_L_A
cluster_1565	6o9i_D_E_C
cluster_1566	6p3s_V_W_X
cluster_1567	7e7e_C_D_B 7e7e_H_L_A
cluster_1568	7s13_H_L_D 7s13_I_M_C
cluster_1569	6c9u_H_L_A 7m7f_C_D_A 7m7f_E_F_B 7m7g_C_D_B 7m7g_E_F_A 7m7h_C_D_A 7m7h_E_F_B 7m7i_C_D_A 7m7i_E_F_B 7m7j_C_D_A 7m7j_E_F_B 7s6c_E_G_A 7s6c_H_F_B 7s6d_D_F_B 7s6d_E_G_A
cluster_1570	7sjs_H_L_C
cluster_1571	1hez_B_A_E
cluster_1572	2vxt_H_L_I
cluster_1573	2zpk_H_L_P 2zpk_I_M_Q
cluster_1574	3nh7_H_L_A
cluster_1575	5ds8_H_L_P 5dtf_H_L_P 5dub_H_L_P
cluster_1576	5njd_N_M_K
cluster_1577	5vxr_H_L_P
cluster_1578	6h5n_C_B_A 6h5n_F_E_D 7zxf_B_C_A
cluster_1579	7mxl_A_B_C 7n0u_H_L_C
cluster_1580	7rt9_A_B_Y 7rt9_C_D_Z
cluster_1581	7rxc_H_L_B 7rxd_H_L_B
cluster_1582	8iow_H_L_I
cluster_1583	2y6s_D_C_P 2y6s_H_L_Q
cluster_1584	4hj0_C_D_B 4hj0_P_Q_A
cluster_1585	4xxd_B_A_C 4xxd_E_D_F 5vzy_H_L_A
cluster_1586	5czv_H_L_A
cluster_1587	5t5b_A_B_O 5t5b_H_L_E
cluster_1588	5vyf_B_A_C 5vyf_H_L_F
cluster_1589	8as0_W_V_X
cluster_1590	3mnw_B_A_P 3mnz_B_A_P 6k68_A_B_H 6k68_C_D_E 6k68_F_G_I 6k68_J_K_L
cluster_1591	3t2n_H_L_A 3t2n_I_M_B
cluster_1592	5zs0_B_A_C
cluster_1593	6de7_D_E_B
cluster_1594	6j15_A_B_C 6j15_H_L_D
cluster_1595	6nmv_H_L_S
cluster_1596	7bbj_M_N_B
cluster_1597	7rta_H_L_N
cluster_1598	7sa6_H_L_A
cluster_1599	2cmr_H_L_A
cluster_1600	5jq6_H_L_A
cluster_1601	6hx4_I_M_A
cluster_1602	6yax_H_L_A
cluster_1603	7cj2_C_D_A
cluster_1604	7m3i_H_L_R
cluster_1605	7sts_A_B_D
cluster_1606	7woa_D_B_A 7woa_F_G_C 7wob_D_B_A 7wob_F_G_C 7wob_H_I_E 7woc_A_B_C
cluster_1607	4utb_I_M_B
cluster_1608	5g64_I_M_B
cluster_1609	7rew_A_B_G 7rew_H_L_I
cluster_1610	4kuc_F_E_I 4kuc_H_D_A
cluster_1611	5dmg_C_D_Z 5dmg_E_F_X 5dmg_H_L_P
cluster_1612	8dcy_A_B_C
cluster_1613	6t3f_H_L_F
cluster_1614	6wtv_H_I_G 6wtv_K_L_J
cluster_1615	1iqd_B_A_C
cluster_1616	3g5v_B_A_C
cluster_1617	3rhw_F_N_B 3rhw_G_K_C 3ri5_F_N_B 3ri5_G_K_C 3ria_F_N_B 3ria_G_K_C 3rif_I_O_D 3rif_J_M_E
cluster_1618	3u9p_H_L_D 3u9p_K_M_C
cluster_1619	4o9h_H_L_A
cluster_1620	4ogy_M_N_B
cluster_1621	2q8a_H_L_A 2q8b_H_L_A
cluster_1622	3rhw_I_O_D 3ri5_I_O_D 3ria_I_O_D
cluster_1623	5wob_U_V_G
cluster_1624	7rah_D_C_E
cluster_1625	7u9o_H_L_A
cluster_1626	4yo0_C_D_F
cluster_1627	5cus_I_M_B
cluster_1628	6ldw_B_A_D 6ldw_H_L_C
cluster_1629	7rnj_H_L_B
cluster_1630	5jxe_D_C_B
cluster_1631	4lmq_E_I_F
cluster_1632	6ewb_E_F_A
cluster_1633	6uyg_A_B_E 6woq_C_D_F
cluster_1634	3wkm_I_M_B
cluster_1635	5igx_H_L_G 6myy_D_C_B 6myy_G_F_E 6myy_H_L_A 6mzj_D_C_B 6mzj_H_L_A
cluster_1636	6bzu_E_F_K
cluster_1637	6fy1_Y_Z_X
cluster_1638	3c09_C_B_A
cluster_1639	7pa9_M_N_A
cluster_1640	7pr0_G_F_D
cluster_1641	7pa8_N_M_D 7pa8_Y_F_E
